url,status,title,title_length,meta_description,meta_description_length,canonical,og_title,og_description,og_image,og_type,h1,h2,h3,word_count,collected_at
https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,200,Village Pub Survival: When Your Village Shrinks,47,"Transform a struggling village pub into a destination. Wider catchment strategies, multi-use spaces, and digital tactics for rural pubs.",136,https://www.orangejelly.co.uk/licensees-guide/village-pub-dying-village-survival,Village Pub Survival: When Your Village Shrinks,"Transform a struggling village pub into a destination. Wider catchment strategies, multi-use spaces, and digital tactics for rural pubs.",https://www.orangejelly.co.uk/images/blog/village-pub-dying-village-survival.png,article,Village Pub in a Dying Village? Survival Strategies That Actually Work,"Step 1: Accept the new reality | Step 2: Become a destination, not a default | Step 3: Build a multi-purpose model | Step 4: Invest in the visitor economy | Step 5: Strengthen digital presence | Step 6: Keep the community heart | Common mistakes | Quick checklist | Mini FAQ | Keep reading",Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Orange Jelly,877,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-six-nations-rugby-marketing,200,Six Nations 2026: How to Make the Most of Rugby in Your Pub,59,"How to screen Six Nations rugby in your pub. Setup, food and drink deals, booking systems, social media promotion, and converting match-day visitors into regulars.",163,https://www.orangejelly.co.uk/licensees-guide/pub-six-nations-rugby-marketing,Six Nations 2026: How to Make the Most of Rugby in Your Pub,"How to screen Six Nations rugby in your pub. Setup, food and drink deals, booking systems, social media promotion, and converting match-day visitors into regulars.",https://www.orangejelly.co.uk/images/blog/pub-six-nations-rugby-marketing.svg,article,Six Nations 2026: How to Make the Most of Rugby in Your Pub,Getting your screening setup right | Food and drink deals that protect your GP | Setting up a booking system | Social media promotion | Converting match-day visitors into regulars | Planning beyond the Six Nations | Common mistakes to avoid | The bottom line | Keep reading,"Screens vs projectors | Commercial subscriptions | Room layout for match days | Bundle, do not discount | Drinks to push | Keep it simple | Managing capacity | Three weeks out | Two weeks out | One week out | Match day | Day after | Capture contact details | Follow up within 48 hours | Create a reason to return | Kit and infrastructure | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly",2634,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/pub-marketing-buckinghamshire,200,Pub Marketing in Buckinghamshire — Grow Your Trade | Orange Jelly,65,"Pub marketing for Buckinghamshire pubs in Aylesbury, High Wycombe, and the Chilterns. Google visibility, events, and social media. Packages from £375 + VAT.",156,https://www.orangejelly.co.uk/pub-marketing-buckinghamshire,Pub Marketing in Buckinghamshire — Grow Your Trade | Orange Jelly,"Pub marketing for Buckinghamshire pubs in Aylesbury, High Wycombe, and the Chilterns. Google visibility, events, and social media. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Pub Marketing for Buckinghamshire Pubs,What works in Buckinghamshire (and what doesn't) | What's working for Buckinghamshire pubs right now | Where to start | Also Serving Pubs Across the South East | Want more customers through the door in Buckinghamshire? | Common Questions,Chilterns walker and family trade | Compete in the gastropub market | Build a midweek rhythm | Christmas and seasonal events | Start with pub marketing fundamentals | Build midweek momentum | See our packages | Can you help food-led pubs compete in Buckinghamshire? | What about village pubs in the Chilterns? | Is Milton Keynes a different market? | Orange Jelly,638,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/pub-marketing-london,200,Pub Marketing in London — Fill Seats in a Busy City | Orange Jelly,66,"Pub marketing for London venues. Local SEO, events, social media, and Google visibility from a working publican. Packages from £375 + VAT.",138,https://www.orangejelly.co.uk/pub-marketing-london,Pub Marketing in London — Fill Seats in a Busy City | Orange Jelly,"Pub marketing for London venues. Local SEO, events, social media, and Google visibility from a working publican. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Pub Marketing for London Pubs,What works in London (and what doesn't) | What's working for London pubs right now | Where to start | Also Serving Pubs Across the South East | Want more customers through the door in London? | Common Questions,Own your postcode on Google | Build daytime revenue | Christmas party machine | Stand out from chains | Start with pub marketing fundamentals | Build midweek momentum | See our packages | Do you work with London pubs specifically? | Can you help us compete with craft beer bars and chains? | How do we make the most of tourist season? | Orange Jelly,666,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/fix-my-pub,200,Fix My Pub — Emergency Turnaround Help From a Working Licensee | Orange Jelly,77,"Pub in crisis or just struggling? I run one myself. Tell me what is wrong and I will show you the fastest fix — diagnosis, reset plan, and hands-on support. Packages from £375 + VAT.",182,https://www.orangejelly.co.uk/fix-my-pub,Fix My Pub — Emergency Turnaround Help From a Working Licensee | Orange Jelly,"Pub in crisis or just struggling? I run one myself. Tell me what is wrong and I will show you the fastest fix — diagnosis, reset plan, and hands-on support. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Pub Struggling? Let's Fix It.,Most Pubs Do Not Need More Ideas. They Need One Clear Priority. | How We Turned The Anchor Around | The Right Package for Your Situation | Common Questions | Ready to Fix What Is Holding Your Pub Back?,"Full Turnaround Needed? | Turnaround Intensive | Just Need a Focused Fix? | Growth Fix | How quickly can you help a struggling pub? | What if my pub just needs a small fix, not a full turnaround? | Do you only work with pubs in crisis? | Orange Jelly",678,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,200,Instagram Marketing for Pubs (What to Post),43,"Instagram marketing for pubs: what to post, when to post, and how to turn food photos into foot traffic. Simple system from a working pub.",138,https://www.orangejelly.co.uk/licensees-guide/instagram-marketing-for-pubs,Instagram Marketing for Pubs (What to Post),"Instagram marketing for pubs: what to post, when to post, and how to turn food photos into foot traffic. Simple system from a working pub.",https://www.orangejelly.co.uk/images/blog/instagram-marketing-for-pubs.png,article,Instagram Marketing for Pubs: Turn Food Photos Into Foot Traffic,Step 1: Set a visual standard | Step 2: Build three content pillars | Step 3: Post with a clear CTA | Step 4: Use stories for urgency | Step 5: Engage locally | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Your Pub Marketing Plan for 2026: Month-by-Month Guide | Pub Chalkboard & A-Board Ideas That Actually Drive Footfall | Orange Jelly,866,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,200,Pub Refurbishment on a Budget: Fix First Guide,46,"Budget pub refurbishment priorities under 5K. Lighting, paint, seating, and photo spots that bring customers back. Real costs and DIY solutions.",144,https://www.orangejelly.co.uk/licensees-guide/pub-refurbishment-on-budget,Pub Refurbishment on a Budget: Fix First Guide,"Budget pub refurbishment priorities under 5K. Lighting, paint, seating, and photo spots that bring customers back. Real costs and DIY solutions.",https://www.orangejelly.co.uk/images/blog/pub-refurbishment-on-budget.png,article,Should You Refurb Your Pub? What to Fix First for Under £5K,"Phase 1: Quick wins (under 1,000) | Phase 2: Comfort upgrades (1,000 to 2,500) | Phase 3: Statement moments (2,500 to 5,000) | Where to avoid spending | Common mistakes | Quick checklist | Mini FAQ | Keep reading",Need help putting this into practice? | How we can help | Peter Pitcher | Keep exploring proven tactics | How to Fill Empty Pub Tables: 15 Strategies That Actually Work | Community Outreach Ideas That Reintroduce Your Pub to the Neighbourhood | Start Planning Christmas Now: 30 Festive Ideas to Secure December Bookings Early | Orange Jelly,875,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/pub-marketing-berkshire,200,Pub Marketing for Berkshire Pubs — Proven Systems | Orange Jelly,64,"Pub marketing consultant for Berkshire pubs in Reading, Windsor, Maidenhead, and beyond. Events, social media, and local SEO. Packages from £375 + VAT.",151,https://www.orangejelly.co.uk/pub-marketing-berkshire,Pub Marketing for Berkshire Pubs — Proven Systems | Orange Jelly,"Pub marketing consultant for Berkshire pubs in Reading, Windsor, Maidenhead, and beyond. Events, social media, and local SEO. Packages from £375 + VAT.",https://www.orangejelly.co.uk/images/og-default.jpg,website,Pub Marketing for Berkshire Pubs,What works in Berkshire (and what doesn't) | What's working for Berkshire pubs right now | Where to start | Also Serving Pubs Across the South East | Let's talk about your Berkshire pub | Common Questions,Royal Ascot and event trade | Win the gastropub battle | M4 corridor commuter trade | Function and private hire | Start with pub marketing fundamentals | Build midweek momentum | See our packages | Do you know the Berkshire pub market? | Can you help us make the most of Royal Ascot week? | How do we compete with gastropubs in Windsor and Henley? | Orange Jelly,628,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/quiet-monday-night-promotions,200,Monday Night Pub Promotions That Actually Work,46,"Monday night pub ideas beyond another quiz. Craft clubs, skill-sharing, and community socials tested at The Anchor that build weekly regulars.",142,https://www.orangejelly.co.uk/licensees-guide/quiet-monday-night-promotions,Monday Night Pub Promotions That Actually Work,"Monday night pub ideas beyond another quiz. Craft clubs, skill-sharing, and community socials tested at The Anchor that build weekly regulars.",https://www.orangejelly.co.uk/images/blog/quiet-monday-night-promotions.png,article,Monday Night Pub Promotions That Actually Work (Not Another Quiz Night),The Monday rule: keep it simple | Four formats that actually work | Marketing rhythm | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Autumn Pub Event Ideas: The Playbook for Sept–Nov | Autumn Internationals 2026: Fill Your Pub for the Rugby | Black Friday Ideas for Pubs: Turn It Into Bookings | Orange Jelly,868,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,200,Premium Pub Positioning: Go Upmarket Profitably,47,"Position your pub as a premium destination. Craft drinks, chef partnerships, tasting events, and service upgrades that justify higher prices.",141,https://www.orangejelly.co.uk/licensees-guide/premium-pub-positioning,Premium Pub Positioning: Go Upmarket Profitably,"Position your pub as a premium destination. Craft drinks, chef partnerships, tasting events, and service upgrades that justify higher prices.",https://www.orangejelly.co.uk/images/blog/premium-pub-positioning.png,article,Premium Pub Positioning: How to Go Upmarket and Increase Profits,The Premium Paradox: Why Expensive Can Be More Attractive | Understanding the Premium Customer Mindset | The Five Pillars of Premium Positioning | Strategic Implementation: The Transformation Roadmap | Pricing Psychology: The Art of Premium | Premium Marketing: Attracting the Right Customers | Managing the Transition: Common Challenges | Measuring Premium Success | Examples from the Trade: Premium Positioning | FAQs | Your Premium Positioning Action Plan | The Premium Promise | Frequently Asked Questions | Keep reading,"The Premium Pub Customer: | What They're NOT: | 1. Product Excellence: The Non-Negotiable Foundation | 2. Service Sophistication: The Emotional Differentiator | 3. Atmosphere Architecture: Designing Premium Feelings | 4. Experience Engineering: Beyond Food and Drink | 5. Brand Building: Perception Management | Phase 1: Foundation (Months 1-3) | Phase 2: Evolution (Months 4-6) | Phase 3: Establishment (Months 7-12) | The Price-Quality Signal | Justifying Premium Prices | Digital Sophistication | Partnership Positioning | Challenge 1: Existing Customer Resistance | Challenge 2: Staff Capability | Challenge 3: Cash Flow During Transition | Financial Metrics | Quality Metrics | Brand Metrics | The Marksman, London | The Pipe and Glass, Yorkshire | The Sportsman, Kent | Won't I lose all my regular customers? | How much investment is required? | What if there's no premium market locally? | How quickly can I increase prices? | Should I change my pub's name? | What's the biggest mistake in going premium? | Week 1-2: Research and Reality Check | Week 3-4: Strategy Development | Month 2: Foundation Changes | Month 3-6: Build Momentum | Month 6-12: Embed Excellence | How quickly will I see results? | How much will this cost to implement? | Can this work for my type of pub? | Do you offer payment plans? | Do you offer payment plans? | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Your Pub Marketing Plan for 2026: Month-by-Month Guide | Instagram Marketing for Pubs: Turn Food Photos Into Foot Traffic | Orange Jelly",2481,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/pub-wages-labour-costs-guide,200,Pub Wages and Labour Costs: What to Pay and How to Control Costs,64,"What to pay pub staff in the UK and how to keep labour costs under 30%. Realistic rates by role, rota tips, and benchmarks from a working licensee.",147,https://www.orangejelly.co.uk/licensees-guide/pub-wages-labour-costs-guide,Pub Wages and Labour Costs: What to Pay and How to Control Costs,"What to pay pub staff in the UK and how to keep labour costs under 30%. Realistic rates by role, rota tips, and benchmarks from a working licensee.",https://www.orangejelly.co.uk/images/blog/pub-wages-labour-costs-guide.svg,article,Pub Wages and Labour Costs: What to Pay and How to Control Costs,The real cost of employing someone | Current UK wage rates for pub roles | Calculating your labour cost percentage | Rota optimisation: where the real gains live | Overtime versus hiring: when to make the call | Tips legislation: what you need to know | Seasonal staffing: flex without chaos | Keeping good people without breaking the budget | Your action plan | Results you can expect | Common objections | The bottom line | Keep reading,Bar staff | Kitchen | Management | The benchmarks | Use EPOS data to match staffing to trade | Stagger shifts | Cross-train your team | The four-week rolling rota | Building a flexible team structure | Adjusting for the quiet months | This week | Within 30 days | Within 90 days | Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Wet-Led vs Food-Led Pubs: Understanding Your Revenue Model | Food Allergies and GDPR: The Compliance Nightmares That Could Close You Down | How Much Profit Does a Pub Make? Realistic Numbers for 2026 | Orange Jelly,3226,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,200,Win Back Pub Locals After Months of Slow Trade,46,"A reconnection plan to bring locals back to your pub. Personal invites, 30-day return sequences, and trust-rebuilding tactics that work fast.",141,https://www.orangejelly.co.uk/licensees-guide/win-back-locals-after-slow-trade,Win Back Pub Locals After Months of Slow Trade,"A reconnection plan to bring locals back to your pub. Personal invites, 30-day return sequences, and trust-rebuilding tactics that work fast.",https://www.orangejelly.co.uk/images/blog/win-back-locals-after-slow-trade.png,article,How to Win Back Locals After Months of Slow Trade,Step 1: Own the story | Step 2: Build a lapsed regulars list | Step 3: Send personal invitations | Step 4: Create a 30-day drumbeat | Step 5: Celebrate their return | Step 6: Keep the loop alive | Common mistakes | Quick checklist | Mini FAQ | Keep reading,Want hands-on help? | How we can help | Peter Pitcher | Keep exploring proven tactics | Summer Pub Marketing: Five Ways to Turn Footfall into Revenue | Your Pub Marketing Plan for 2026: Month-by-Month Guide | Instagram Marketing for Pubs: Turn Food Photos Into Foot Traffic | Orange Jelly,886,2026-07-07T06:12:25.467642+00:00
https://www.orangejelly.co.uk/ways-to-work,200,"Pub Marketing Packages — Clear Pricing, Real Expertise | Orange Jelly",69,Four clear packages for pub and hospitality marketing. From a one-off Growth Fix to ongoing Growth Partner support. Payment plans available. No hidden fees.,156,https://www.orangejelly.co.uk/ways-to-work,"Pub Marketing Packages — Clear Pricing, Real Expertise | Orange Jelly",Four clear packages for pub and hospitality marketing. From a one-off Growth Fix to ongoing Growth Partner support. Payment plans available. No hidden fees.,https://www.orangejelly.co.uk/images/og-default.jpg,website,Clear packages. Honest pricing. Real hospitality expertise.,Our Packages | Compare Packages | Add-ons | Frequently Asked Questions,Growth Fix | Momentum Month | Growth Partner | Turnaround Intensive | Flexible payment options available | Which package is right for my pub? | Can I switch between packages? | What about content creation? | Do you offer payment plans? | How quickly will I see results? | What happens after a Growth Fix? | What is included in the Turnaround Intensive website rebuild? | Can I add extra hours? | Orange Jelly,960,2026-07-07T06:12:25.467642+00:00
